3.360000000000000000e+02,3.680000000000000000e+02
3.840000000000000000e+02,3.680000000000000000e+02
3.680000000000000000e+02,3.840000000000000000e+02
3.840000000000000000e+02,3.520000000000000000e+02
3.840000000000000000e+02,3.520000000000000000e+02
3.520000000000000000e+02,3.520000000000000000e+02
3.040000000000000000e+02,4.960000000000000000e+02
3.040000000000000000e+02,3.840000000000000000e+02
3.840000000000000000e+02,3.520000000000000000e+02
3.840000000000000000e+02,3.520000000000000000e+02
2.880000000000000000e+02,3.840000000000000000e+02
3.520000000000000000e+02,3.520000000000000000e+02
3.840000000000000000e+02,3.840000000000000000e+02
3.520000000000000000e+02,3.520000000000000000e+02
4.000000000000000000e+02,3.840000000000000000e+02
3.840000000000000000e+02,3.520000000000000000e+02
3.200000000000000000e+02,3.520000000000000000e+02
3.840000000000000000e+02,3.200000000000000000e+02
3.840000000000000000e+02,3.840000000000000000e+02
2.880000000000000000e+02,3.840000000000000000e+02
3.840000000000000000e+02,3.520000000000000000e+02
3.520000000000000000e+02,2.880000000000000000e+02
3.520000000000000000e+02,4.800000000000000000e+02
5.120000000000000000e+02,3.520000000000000000e+02
4.320000000000000000e+02,3.840000000000000000e+02
3.680000000000000000e+02,3.680000000000000000e+02
3.520000000000000000e+02,3.200000000000000000e+02
3.520000000000000000e+02,3.360000000000000000e+02
3.040000000000000000e+02,8.000000000000000000e+01
3.840000000000000000e+02,3.520000000000000000e+02
3.680000000000000000e+02,2.560000000000000000e+02
3.840000000000000000e+02,3.840000000000000000e+02
3.840000000000000000e+02,3.520000000000000000e+02
3.680000000000000000e+02,4.320000000000000000e+02
3.840000000000000000e+02,3.840000000000000000e+02
3.360000000000000000e+02,3.520000000000000000e+02
1.280000000000000000e+02,3.840000000000000000e+02
3.520000000000000000e+02,2.560000000000000000e+02
3.520000000000000000e+02,3.520000000000000000e+02
3.840000000000000000e+02,3.520000000000000000e+02
3.840000000000000000e+02,3.520000000000000000e+02
3.680000000000000000e+02,3.520000000000000000e+02
3.637600000000000000e+04,1.488000000000000000e+03
3.719300000000000000e+04,1.488000000000000000e+03
3.904900000000000000e+04,1.936000000000000000e+03
3.840000000000000000e+02,3.520000000000000000e+02
4.320000000000000000e+02,3.680000000000000000e+02
3.520000000000000000e+02,3.680000000000000000e+02
3.717700000000000000e+04,1.472000000000000000e+03
3.909700000000000000e+04,1.472000000000000000e+03
3.928900000000000000e+04,1.520000000000000000e+03
4.640000000000000000e+02,2.560000000000000000e+02
2.240000000000000000e+02,3.520000000000000000e+02
3.520000000000000000e+02,3.520000000000000000e+02
3.695300000000000000e+04,1.456000000000000000e+03
3.943300000000000000e+04,1.472000000000000000e+03
3.972100000000000000e+04,1.424000000000000000e+03
3.840000000000000000e+02,3.520000000000000000e+02
3.840000000000000000e+02,5.600000000000000000e+02
3.680000000000000000e+02,3.520000000000000000e+02
3.612000000000000000e+04,1.376000000000000000e+03
3.871300000000000000e+04,1.408000000000000000e+03
3.965700000000000000e+04,1.424000000000000000e+03
