352 , 352
288 , 352
352 , 304
352 , 544
352 , 352
352 , 320
384 , 352
38329 , 1056
52972 , 1312
53180 , 1328
384 , 352
368 , 352
352 , 352
336 , 352
352 , 336
368 , 352
352 , 352
320 , 352
352 , 544
336 , 352
52844 , 1312
52956 , 1328
52764 , 1312
352 , 352
352 , 320
352 , 352
336 , 352
336 , 336
288 , 352
52844 , 1312
53228 , 1328
53084 , 1312
52012 , 1312
52380 , 1312
52140 , 1232
51388 , 1296
51468 , 1296
51548 , 1296
51468 , 1296
50524 , 1280
51180 , 1296
352 , 352
352 , 544
352 , 288
52380 , 1312
52876 , 1328
52556 , 1248
52460 , 1328
51916 , 1296
51756 , 1248
51868 , 1296
50956 , 1296
51116 , 1280
352 , 544
320 , 336
336 , 352
352 , 288
352 , 352
336 , 368
52156 , 1232
53549 , 1328
52764 , 1312
512 , 352
352 , 352
352 , 384
52380 , 1296
53437 , 1280
52812 , 1296
320 , 352
352 , 352
352 , 544
352 , 352
336 , 256
352 , 352
52316 , 1312
52780 , 1328
53052 , 1040
52460 , 1312
52076 , 1312
51884 , 1296
51564 , 1296
51436 , 1296
51372 , 1232
51100 , 1296
51372 , 1296
50956 , 1296
51084 , 1232
50972 , 1296
50988 , 1296
352 , 352
336 , 352
336 , 352
52700 , 1328
53212 , 1328
52636 , 1312
400 , 352
336 , 464
352 , 320
51292 , 1280
53277 , 1328
52828 , 1296
52108 , 1312
52124 , 1312
51612 , 1488
336 , 352
352 , 336
272 , 352
336 , 352
352 , 352
352 , 352
50668 , 1280
53277 , 1312
53100 , 1296
352 , 336
352 , 288
352 , 336
352 , 336
336 , 352
320 , 352
304 , 352
272 , 352
