336 , 336
352 , 0
352 , 336
352 , 272
352 , 352
224 , 352
352 , 320
336 , 288
52620 , 1328
53565 , 1344
53373 , 1344
96 , 352
336 , 352
336 , 336
352 , 336
304 , 336
368 , 336
352 , 352
352 , 336
320 , 352
112 , 336
53132 , 1344
53933 , 1344
53068 , 1344
352 , 288
352 , 544
528 , 352
352 , 352
352 , 352
288 , 352
44938 , 1200
53405 , 1344
53773 , 1360
52892 , 1344
51900 , 1296
51740 , 1312
51116 , 1232
51260 , 1296
51356 , 1312
51340 , 1312
50572 , 1296
51100 , 1216
51100 , 1312
352 , 352
464 , 320
352 , 352
51036 , 1312
53853 , 1344
53485 , 1344
54109 , 1360
51900 , 1216
52140 , 1312
51468 , 1312
50924 , 1312
50844 , 1312
50844 , 1312
352 , 352
320 , 352
336 , 352
352 , 352
352 , 352
384 , 352
37225 , 1040
53164 , 1360
53565 , 1328
52748 , 1344
352 , 352
352 , 352
352 , 352
53261 , 1328
54109 , 1536
52892 , 1344
240 , 352
528 , 352
336 , 304
352 , 336
336 , 336
304 , 336
39241 , 1088
53709 , 1328
53869 , 1360
53196 , 1344
52828 , 1344
52028 , 1344
51612 , 1312
51596 , 1312
50940 , 1280
51148 , 1312
51372 , 1312
51212 , 1312
50780 , 1312
51004 , 1200
51436 , 1296
51612 , 1312
352 , 320
336 , 352
384 , 272
368 , 336
53757 , 1344
53725 , 1344
52524 , 1328
352 , 320
352 , 528
352 , 336
52044 , 1296
54077 , 1360
53052 , 1328
52092 , 1328
52220 , 1328
52012 , 1312
51100 , 1312
352 , 352
352 , 352
384 , 336
352 , 352
336 , 336
448 , 336
53020 , 1328
54093 , 1360
53469 , 1344
336 , 352
320 , 352
384 , 256
352 , 352
336 , 352
544 , 352
304 , 352
336 , 352
336 , 352
352 , 352
384 , 352
352 , 352
352 , 320
352 , 352
352 , 272
352 , 352
336 , 352
352 , 288
288 , 352
336 , 352
352 , 336
352 , 352
352 , 352
352 , 352
96 , 384
336 , 352
