336 , 352
336 , 352
96 , 336
336 , 352
352 , 576
336 , 352
352 , 352
224 , 352
288 , 352
352 , 304
352 , 352
272 , 384
352 , 80
336 , 352
352 , 352
336 , 240
55773 , 1408
52348 , 1344
50956 , 1264
304 , 352
384 , 352
304 , 352
352 , 336
352 , 352
352 , 320
352 , 256
352 , 352
352 , 352
368 , 384
56717 , 1424
52892 , 1280
50796 , 1312
352 , 352
336 , 352
352 , 352
352 , 304
336 , 336
352 , 352
352 , 544
56541 , 1440
52700 , 1360
51004 , 1312
39081 , 1104
48699 , 1312
1520 , 368
1536 , 128
38425 , 1072
15587 , 592
384 , 352
42746 , 1184
384 , 352
34360 , 880
352 , 336
352 , 352
336 , 352
352 , 352
54733 , 1376
51244 , 1328
50908 , 1312
40649 , 1104
49628 , 1472
49900 , 1296
24565 , 576
736 , 272
384 , 352
47707 , 1264
352 , 352
352 , 352
288 , 352
336 , 352
304 , 352
352 , 256
56477 , 1424
53405 , 1376
51500 , 1504
51436 , 1056
352 , 256
352 , 336
320 , 352
55629 , 1408
52108 , 1344
50812 , 1328
352 , 336
352 , 352
336 , 352
352 , 352
512 , 336
336 , 256
336 , 352
55869 , 1600
52620 , 1328
51692 , 1312
35800 , 912
9362 , 464
41882 , 1104
49596 , 1248
49772 , 1296
40841 , 1088
528 , 352
528 , 352
49484 , 1264
384 , 352
48219 , 1264
320 , 352
512 , 352
336 , 336
336 , 352
352 , 352
352 , 528
55309 , 1408
336 , 352
34008 , 896
320 , 352
336 , 336
352 , 352
39129 , 1296
53997 , 1376
384 , 256
49884 , 1296
40793 , 1152
512 , 352
368 , 272
352 , 336
352 , 64
352 , 352
336 , 352
336 , 528
528 , 352
352 , 544
54861 , 1408
51484 , 1328
33176 , 1072
352 , 352
352 , 336
272 , 336
320 , 544
352 , 352
352 , 336
528 , 336
336 , 352
352 , 544
352 , 336
352 , 352
560 , 336
336 , 336
352 , 352
320 , 336
352 , 64
352 , 352
352 , 352
352 , 272
352 , 352
